,kcat,MW,kcat_MW
HMGCOASm,1.28085,36.8389,0.034768953
HMGCOASm_reverse,1.28085,36.8389,0.034768953
FMNATm,0.032409091,36.8389,0.000879752
HMPK1,0.2345,36.8389,0.006365554
HPROa,341.4404167,36.8389,9.26847481
HPROb,341.4404167,36.8389,9.26847481
HPROxm,341.4404167,36.8389,9.26847481
HPROym,341.4404167,36.8389,9.26847481
FMNRx,57.41004,36.8389,1.558408096
HSDxi,37.85093333,36.8389,1.027471866
IPDDI,1.2041,36.8389,0.032685558
IPDDI_reverse,1.2041,36.8389,0.032685558
FMNRx2,25.21666667,36.8389,0.684511933
IPMD,22.4561,36.8389,0.609575747
IPPMIa,3.2,36.8389,0.0868647
IPPMIa_reverse,3.2,36.8389,0.0868647
IPPMIb,3.2,36.8389,0.0868647
IPPMIb_reverse,3.2,36.8389,0.0868647
IPPS,125.312,36.8389,3.401621655
HSDy,4.6794,36.8389,0.127023337
HSDy_reverse,37.85093333,36.8389,1.027471866
HSERTA,20.92522222,36.8389,0.568019735
HSERTA_reverse,14.82615385,36.8389,0.40245919
HSK,13.13333333,36.8389,0.356507207
HSTPT,268.1982024,36.8389,7.280298879
HXPRT,6.027857143,36.8389,0.163627501
HYPOE,5.204444444,36.8389,0.141275783
ICDHxm,44.44393939,36.8389,1.206440458
IPPSm,125.312,36.8389,3.401621655
ITCOALm,36.68695652,36.8389,0.995875461
ITCOALm_reverse,36.68695652,36.8389,0.995875461
KARA1im,1.726,36.8389,0.046852648
KARA2im,1.655809091,36.8389,0.0449473
KYN,3.256666667,36.8389,0.088402929
KYN3OX,1.795,36.8389,0.048725668
LALDO3,1.558,36.8389,0.042292251
ICDHyr,24559.25463,36.8389,666.6663399
ICDHym,24559.25463,36.8389,666.6663399
ICDHyp,24559.25463,36.8389,666.6663399
ICL,25.486,36.8389,0.691823046
FOLD3m,77.02221538,36.8389,2.090784887
LCADi,87.95555556,36.8389,2.387572798
LEUTA,245.8909091,36.8389,6.674762523
LEUTA_reverse,138.7103448,36.8389,3.765322657
LEUTAm,245.8909091,36.8389,6.674762523
LEUTAm_reverse,138.7103448,36.8389,3.765322657
LEUTRS,3.126307692,36.8389,0.084864306
LEUTRSm,3.126307692,36.8389,0.084864306
IGPDH,1000,36.8389,27.14521878
IGPS,4.0975,36.8389,0.111227534
ILETA,271.8545455,36.8389,7.379551112
ILETA_reverse,138.7103448,36.8389,3.765322657
ILETAm,271.8545455,36.8389,7.379551112
ILETAm_reverse,138.7103448,36.8389,3.765322657
ILETRS,14.10815455,36.8389,0.382968942
ILETRSm,14.10815455,36.8389,0.382968942
LGTHL,970.1515148,36.8389,26.33497512
MACACI,244.3766667,36.8389,6.633658081
FRDcm,449.47,36.8389,12.20096148
LSERDHr,212.752,36.8389,5.775199585
LSERDHr_reverse,212.752,36.8389,5.775199585
LYSTRS,13.54076923,36.8389,0.367567143
LYSTRSm,13.54076923,36.8389,0.367567143
MALS,140.03,36.8389,3.801144985
MALSp,140.03,36.8389,3.801144985
MALT,20.089,36.8389,0.5453203
MAN1PT,104.4916667,36.8389,2.836449152
MAN6PI,13098.2772,36.8389,355.5556002
MAN6PI_reverse,9875.039667,36.8389,268.0601122
FRDm,449.47,36.8389,12.20096148
MCITL2m,60.27333333,36.8389,1.63613282
FRTT,0.906833333,36.8389,0.024616189
MCITSm,14.592,36.8389,0.396103032
MCOATA,5.369300001,36.8389,0.145750823
MCOATA_reverse,5.369300001,36.8389,0.145750823
MCOATAm,5.369300001,36.8389,0.145750823
MCOATAm_reverse,5.369300001,36.8389,0.145750823
MDH,1623.136111,36.8389,44.06038484
MDH_reverse,29993.64118,36.8389,814.1839517
MDHm,1623.136111,36.8389,44.06038484
MDHm_reverse,29993.64118,36.8389,814.1839517
MDHp,1623.136111,36.8389,44.06038484
MDHp_reverse,29993.64118,36.8389,814.1839517
MDRPD,16.5,36.8389,0.44789611
FTHFCL,1.608,36.8389,0.043649512
ME1m,131.217931,36.8389,3.561939445
ME2m,108.4894118,36.8389,2.944968817
MOHMT,0.781,36.8389,0.021200416
MTAP,6.209,36.8389,0.168544663
FTHFCLm,1.608,36.8389,0.043649512
MELTGH,138.6958333,36.8389,3.764928739
MELTGH_reverse,138.6958333,36.8389,3.764928739
METAT,1.67561883,36.8389,0.04548504
MTHFC,1778.042,36.8389,48.26533908
MTHFC_reverse,1778.042,36.8389,48.26533908
MTHFCm,1778.042,36.8389,48.26533908
MTHFCm_reverse,1778.042,36.8389,48.26533908
MTHFD,175.1076923,36.8389,4.753336617
MTHFD_reverse,175.1076923,36.8389,4.753336617
MTHFD2i,1.605,36.8389,0.043568076
MTHFDm,175.1076923,36.8389,4.753336617
MTHFDm_reverse,175.1076923,36.8389,4.753336617
MTHFR3,33.88205128,36.8389,0.919735695
METB1,51.57672727,36.8389,1.400061546
METS,170.3430667,36.8389,4.623999812
METTRS,2.017428571,36.8389,0.05476354
METTRSm,2.017428571,36.8389,0.05476354
FTHFLi,286.3618182,36.8389,7.773354204
NABTNO,5.927217839,36.8389,0.160895625
NADDPp,239.8454545,36.8389,6.510657336
NADH2_u6cm,18.01891668,36.8389,0.489127435
NADH2_u6m,18.01891668,36.8389,0.489127435
NADK,82.35727273,36.8389,2.235606186
MEVK1,59.91666667,36.8389,1.626451025
MEVK2,59.91666667,36.8389,1.626451025
MEVK3,59.91666667,36.8389,1.626451025
MEVK4,59.91666667,36.8389,1.626451025
MGSA,267.3846154,36.8389,7.258213882
MHPGLUT,0.399090909,36.8389,0.01083341
NADKm,82.35727273,36.8389,2.235606186
NADN,1280.885,36.8389,34.76990355
NADNm,1280.885,36.8389,34.76990355
FTHFLmi,286.3618182,36.8389,7.773354204
NADPPPS,125.9333333,36.8389,3.418487885
NADPPPSm,125.9333333,36.8389,3.418487885
FUM,564.9285714,36.8389,15.33510966
FUM_reverse,451.4958333,36.8389,12.25595317
MI1PP,69.45894737,36.8389,1.885478322
MI1PS,0.107403333,36.8389,0.002915487
NADS1,101.57532,36.8389,2.757284284
NADS1n,101.57532,36.8389,2.757284284
NDP1,61.45351,36.8389,1.668168974
NDP3,113.5368904,36.8389,3.08198373
NDP3g,113.5368904,36.8389,3.08198373
NDP4,62.67036842,36.8389,1.701200862
NDP7,145.6867037,36.8389,3.954697444
FUMm,564.9285714,36.8389,15.33510966
FUMm_reverse,451.4958333,36.8389,12.25595317
NDPK1,192.7916111,36.8389,5.233370462
NDPK1_reverse,192.7916111,36.8389,5.233370462
NDPK2,192.7916111,36.8389,5.233370462
NDPK2_reverse,192.7916111,36.8389,5.233370462
NDPK3,192.7916111,36.8389,5.233370462
NDPK3_reverse,192.7916111,36.8389,5.233370462
NDPK4,192.7916111,36.8389,5.233370462
NDPK4_reverse,192.7916111,36.8389,5.233370462
NDPK5,192.7916111,36.8389,5.233370462
NDPK5_reverse,192.7916111,36.8389,5.233370462
NDPK6,192.7916111,36.8389,5.233370462
NDPK6_reverse,192.7916111,36.8389,5.233370462
NDPK7,192.7916111,36.8389,5.233370462
NDPK7_reverse,192.7916111,36.8389,5.233370462
NDPK8,192.7916111,36.8389,5.233370462
NDPK8_reverse,192.7916111,36.8389,5.233370462
NDPK9,192.7916111,36.8389,5.233370462
NDPK9_reverse,192.7916111,36.8389,5.233370462
NTD1,49.90820833,36.8389,1.354769234
NTD10,62.67036842,36.8389,1.701200862
NTD11,62.67036842,36.8389,1.701200862
NTD2,62.67036842,36.8389,1.701200862
NTD3,49.90820833,36.8389,1.354769234
NMNAT,11.84130769,36.8389,0.321434888
NMNATm,11.84130769,36.8389,0.321434888
NTD4,48.99108,36.8389,1.329873585
NTD5,49.90820833,36.8389,1.354769234
NNAM,16.865,36.8389,0.457804115
NNAM_reverse,25.33404706,36.8389,0.68769825
NNAMrm,16.865,36.8389,0.457804115
NNAMrm_reverse,25.33404706,36.8389,0.68769825
NTD6,49.90820833,36.8389,1.354769234
NTD7,62.67036842,36.8389,1.701200862
NNATr,17.77,36.8389,0.482370538
NNATm,17.77,36.8389,0.482370538
NNDPR,400.852,36.8389,10.88121524
NTD8,49.90820833,36.8389,1.354769234
NTD9,62.67036842,36.8389,1.701200862
NTP3,6.438459231,36.8389,0.174773384
NNDPRm,400.852,36.8389,10.88121524
G3PD1ir,1954.913636,36.8389,53.06655835
NNMT,0.5485,36.8389,0.014889152
NTP4,0.1595,36.8389,0.004329662
NTRLASE,27.79333333,36.8389,0.754456114
NTRLASE2,27.79333333,36.8389,0.754456114
NTRLASE3,27.79333333,36.8389,0.754456114
G3PD1irm,1954.913636,36.8389,53.06655835
PETHCT,1.2625,36.8389,0.034270839
OAAt,30.245,36.8389,0.821007142
OAAt_reverse,30.245,36.8389,0.821007142
PPM,107.3076923,36.8389,2.912890784
PPM_reverse,107.3076923,36.8389,2.912890784
OCBT,129.4166667,36.8389,3.51304373
PFK,96.71020967,36.8389,2.6252198
PFK26,0.195090909,36.8389,0.005295785
PFK_2,82.2364494,36.8389,2.23232641
PFK_3,50.57536023,36.8389,1.372879218
PGAMT,2.364607408,36.8389,0.064187785
PGAMT_reverse,2.364607408,36.8389,0.064187785
OHACT2,484.4398182,36.8389,13.15022485
PGCD,117.4221579,36.8389,3.187450165
PPNCL2,1.818333333,36.8389,0.049359056
PGI,1450.578182,36.8389,39.3762621
PGI_reverse,3304.72,36.8389,89.7073474
PGK,106.1485417,36.8389,2.881425386
PGK_reverse,519.0272727,36.8389,14.08910887
PGL,14.3,36.8389,0.388176629
PGM,350.2682506,36.8389,9.508108294
PGM_reverse,218.6083333,36.8389,5.934171035
PGMT,61.99117647,36.8389,1.682764048
PGMT_reverse,61.99117647,36.8389,1.682764048
OHACT5,4.024,36.8389,0.10923236
OHPBAT,1.07125,36.8389,0.029079316
OHPBAT_reverse,1.07125,36.8389,0.029079316
OMCDC,22.4561,36.8389,0.609575747
OMCDCm,22.4561,36.8389,0.609575747
OMPDC,114.49,36.8389,3.107856098
PHCDm,5.049537222,36.8389,0.137070793
ORNDC,2.047733333,36.8389,0.055586169
PPND,32.88357143,36.8389,0.892631741
ORNTA,1.455533333,36.8389,0.039510771
PHETA1,102.3882821,36.8389,2.779352316
PHETA1_reverse,98.188,36.8389,2.665334741
PHETRS,18.887,36.8389,0.512691747
PHETRSm,18.887,36.8389,0.512691747
ORPT,4.2551,36.8389,0.11550562
ORPT_reverse,546.35,36.8389,14.83079028
OXAGm,72.79230769,36.8389,1.975963118
OXAGm_reverse,72.79230769,36.8389,1.975963118
PPND2,21.03333333,36.8389,0.570954435
P5CDm,4.974545455,36.8389,0.135035125
PPNDH,0.16017,36.8389,0.00434785
P5CR,630.072283,36.8389,17.10344997
PANTS,3.02,36.8389,0.081978561
PAPSR,0.610888889,36.8389,0.016582713
PC,14.96164286,36.8389,0.406137069
PDE1,14.19,36.8389,0.385190654
PPPGOm,2.473787879,36.8389,0.067151513
PMANM,28.02818182,36.8389,0.760831127
PMANM_reverse,28.02818182,36.8389,0.760831127
PMDPHT,1.548444444,36.8389,0.042032863
PDE2,14.19,36.8389,0.385190654
PDE4,14.19,36.8389,0.385190654
GCC2cm_copy2,289.03,36.8389,7.845782583
PDHm,170.1487059,36.8389,4.618723846
PDX5POi,0.2582,36.8389,0.007008895
PDX5POi_reverse,6.072,36.8389,0.164825768
PMEVK,4.39875,36.8389,0.119405031
PMI12346PH,0.2114,36.8389,0.005738499
PMI12346PS,0.008878333,36.8389,0.000241004
PMPK,0.075566667,36.8389,0.002051274
PPYRDC,8.67,36.8389,0.235349047
PNP,33.974,36.8389,0.922231663
PNP_reverse,2.450041667,36.8389,0.066506917
PNTK,44.86485714,36.8389,1.217866363
PRAGSr,203.34,36.8389,5.519708786
PRAGSr_reverse,203.34,36.8389,5.519708786
POLYAO2,2.565538462,36.8389,0.069642103
POLYAO3,2.871692308,36.8389,0.077952716
PPA,941.969,36.8389,25.56995459
PPAm,941.969,36.8389,25.56995459
PPBNGS,254.4625,36.8389,6.907440233
PPCDC,2.211111111,36.8389,0.060021095
PPCK,20.06882353,36.8389,0.544772605
PRAIi,114.425,36.8389,3.106091659
PRAMPC,4.2175,36.8389,0.11448496
RAFGH,138.6958333,36.8389,3.764928739
RBFK,2.3865,36.8389,0.064782065
SLCBK2,44.72038571,36.8389,1.213944654
SLFAT,4.3,36.8389,0.116724441
SLFAT_reverse,4.3,36.8389,0.116724441
RBFKm,2.3865,36.8389,0.064782065
RBFSa,0.303586111,36.8389,0.008240911
RBFSb,0.504237619,36.8389,0.01368764
RBK,16.70857143,36.8389,0.453557827
SPHPL,0.1175,36.8389,0.003189563
PRFGS,499.525,36.8389,13.55971541
SPMDAT1,2.511,36.8389,0.068161644
RNDR1,2.831166667,36.8389,0.076852639
PRMICI,8.98,36.8389,0.243764065
RNDR1n,2.831166667,36.8389,0.076852639
RNDR2,2.831166667,36.8389,0.076852639
RNDR2n,2.831166667,36.8389,0.076852639
RNDR3,2.831166667,36.8389,0.076852639
RNDR3n,2.831166667,36.8389,0.076852639
SPMS,6.948181818,36.8389,0.188609916
SPRMS,85.18692308,36.8389,2.312417664
SQLEr,0.032322222,36.8389,0.000877394
RNDR4,2.831166667,36.8389,0.076852639
RNDR4n,2.831166667,36.8389,0.076852639
SQLS,1.3052,36.8389,0.03542994
RNMK,0.92,36.8389,0.024973601
PRO1xm,318.1911538,36.8389,8.637368484
RNTR1,0.017595,36.8389,0.00047762
RNTR2,0.017595,36.8389,0.00047762
RNTR3,0.017595,36.8389,0.00047762
PROTRS,15.41947368,36.8389,0.418564987
RNTR4,0.017595,36.8389,0.00047762
RPE,1557.2,36.8389,42.27053468
RPE_reverse,1557.2,36.8389,42.27053468
SSALy,20.5135,36.8389,0.556843445
RPI,1649.87625,36.8389,44.78625176
RPI_reverse,1649.87625,36.8389,44.78625176
SACCD2,16.34193548,36.8389,0.443605414
SACCD2_reverse,20,36.8389,0.542904376
SADT,3.561333333,36.8389,0.096673172
SAM24MT,0.009572427,36.8389,0.000259846
SBPP1er,15.07,36.8389,0.409078447
SBPP2er,15.07,36.8389,0.409078447
SBTD_D2,10.73022112,36.8389,0.2912742
SBTD_L,10.73022112,36.8389,0.2912742
SUCD1m,272.2592308,36.8389,7.390536383
SUCD1m_reverse,449.47,36.8389,12.20096148
SUCD2_u6m,272.2592308,36.8389,7.390536383
SUCD2_u6m_reverse,272.2592308,36.8389,7.390536383
SUCD3_u6m,272.2592308,36.8389,7.390536383
SUCD3_u6m_reverse,272.2592308,36.8389,7.390536383
SUCOASm,26.96,36.8389,0.731835098
SUCOASm_reverse,36.68695652,36.8389,0.995875461
SUCRe,41.35619048,36.8389,1.122622838
SBTR,7.687222222,36.8389,0.208671329
SERAT,149.483,36.8389,4.057748738
SULR,307.9964286,36.8389,8.360630436
SULR_reverse,307.9964286,36.8389,8.360630436
SERPT,0.65717,36.8389,0.017839023
PRPPS,63.17636364,36.8389,1.714936212
PRPPS_reverse,63.17636364,36.8389,1.714936212
SERTRS,2.384916667,36.8389,0.064739085
SFGTHi,3.6075,36.8389,0.097926377
SFGTHi_reverse,3.6075,36.8389,0.097926377
TALA,178.09,36.8389,4.834292012
TALA_reverse,178.09,36.8389,4.834292012
TAUDO,80.23153846,36.8389,2.177902664
SHK3Dr,98.20163636,36.8389,2.665704903
SHKK,42.48888889,36.8389,1.153370184
SHSL1,75.12313333,36.8389,2.03923389
THFATm,15.39166667,36.8389,0.417810159
THFGLUS,0.141333333,36.8389,0.003836524
THFGLUS_reverse,0.141333333,36.8389,0.003836524
THIORDXi,2551.921429,36.8389,69.27246548
THIORDXm,2551.921429,36.8389,69.27246548
THIORDXm_reverse,2551.921429,36.8389,69.27246548
THIORDXni,2551.921429,36.8389,69.27246548
THIORDXp,2551.921429,36.8389,69.27246548
THIORDXp_reverse,2551.921429,36.8389,69.27246548
SHSL4r,14.23675,36.8389,0.386459693
SHSL4r_reverse,40.84578571,36.8389,1.108767789
SLCBK1,44.72038571,36.8389,1.213944654
THMDPe,125.9333333,36.8389,3.418487885
THMP,125.9333333,36.8389,3.418487885
PSCVT,17.06,36.8389,0.463097432
THMPe,125.9333333,36.8389,3.418487885
TKT1,40.36410769,36.8389,1.095692534
TKT1_reverse,40.36410769,36.8389,1.095692534
TKT2,40.36410769,36.8389,1.095692534
TKT2_reverse,40.36410769,36.8389,1.095692534
TMDK1,11.49893333,36.8389,0.312141061
TMDPK,0.069,36.8389,0.00187302
THRA,10.68181818,36.8389,0.289960291
THRD_L,190.85,36.8389,5.180665004
THRD_Lm,190.85,36.8389,5.180665004
THRS,373.489606,36.8389,10.13845707
THRTRS,37.63923077,36.8389,1.021725154
THRTRSm,37.63923077,36.8389,1.021725154
URIK1,146.24082,36.8389,3.969739053
TMDPP,150.1309091,36.8389,4.075336372
TMDPP_reverse,150.1309091,36.8389,4.075336372
TMDPPK,0.069,36.8389,0.00187302
TMDS,2.256242425,36.8389,0.061246194
TMN,1.2096925,36.8389,0.032837368
TMPK,0.063,36.8389,0.001710149
TMPK_reverse,0.063,36.8389,0.001710149
TMPPP,999,36.8389,27.11807356
TPI,4966.666667,36.8389,134.8212533
TPI_reverse,4966.666667,36.8389,134.8212533
TRDR,8.925777773,36.8389,0.24229219
TRDRm,8.925777773,36.8389,0.24229219
TRE6PP,9.124,36.8389,0.247672976
URIK2,1.60205,36.8389,0.043487998
UTPH1,113.5368904,36.8389,3.08198373
TRE6PS,203.96,36.8389,5.536538822
TREH,276.274,36.8389,7.499518172
TREHv,276.274,36.8389,7.499518172
VALTA,245.4166667,36.8389,6.661889108
VALTA_reverse,138.7103448,36.8389,3.765322657
VALTAim,245.4166667,36.8389,6.661889108
VALTRS,10.654,36.8389,0.289205161
VALTRSm,10.654,36.8389,0.289205161
XPPT,0.628333333,36.8389,0.017056246
TRPO2,69.11802941,36.8389,1.87622403
TRPS1,36.97791667,36.8389,1.003773638
TRPTA,300,36.8389,8.143565633
TRPTA_reverse,300,36.8389,8.143565633
TRPTRS,15.314375,36.8389,0.41571206
TRPTRSm,15.314375,36.8389,0.41571206
XYLK,713.714,36.8389,19.37392267
XYLR,33203.69175,36.8389,901.3214768
XYLTD_D,589.8655,36.8389,16.01202805
PSERT,1.07125,36.8389,0.029079316
TYRTAi,145.257,36.8389,3.943033044
TYRTAim,145.257,36.8389,3.943033044
TYRTAip,145.257,36.8389,3.943033044
TYRTRS,8.738833333,36.8389,0.237217543
TYRTRSm,8.738833333,36.8389,0.237217543
UDPACGLP,102.2599762,36.8389,2.775869426
UDPACGLP_reverse,138.2591389,36.8389,3.753074573
SERD_L,172.5483636,36.8389,4.683863081
UDPG4E,31.166,36.8389,0.846007888
UDPG4E_reverse,242.4272727,36.8389,6.580741356
PSPHPL,0.1175,36.8389,0.003189563
UGLT,237.4333333,36.8389,6.445179778
UGLT_reverse,237.4333333,36.8389,6.445179778
UGLYCH,184.05375,36.8389,4.99617931
UGLYCH_reverse,184.05375,36.8389,4.99617931
UMPK,164.8542857,36.8389,4.475005652
UMPK_reverse,76.13538462,36.8389,2.066711672
PSP_L,63.79290231,36.8389,1.73167229
UMPKn,164.8542857,36.8389,4.475005652
UMPKn_reverse,76.13538462,36.8389,2.066711672
UNK3,363.4,36.8389,9.864572504
UPP3MT,38,36.8389,1.031518314
UPP3S,286.086,36.8389,7.765867059
UPPDC1,333.147,36.8389,9.0433482
UPPRT,2.1397,36.8389,0.058082625
UREASE,48.60777778,36.8389,1.319468762
UREASE_reverse,48.60777778,36.8389,1.319468762
PTE10x,10.6786,36.8389,0.289872933
URIDK2r,0.978,36.8389,0.026548024
URIDK2r_reverse,0.978,36.8389,0.026548024
URIDK2rn,0.978,36.8389,0.026548024
URIDK2rn_reverse,0.978,36.8389,0.026548024
PTE11x,10.6786,36.8389,0.289872933
PTE2x,10.6786,36.8389,0.289872933
PTE7x,10.6786,36.8389,0.289872933
PTE8x,10.6786,36.8389,0.289872933
PTPATi,11.33709091,36.8389,0.307747813
PTPATim,11.33709091,36.8389,0.307747813
PUNP1,293.3107692,36.8389,7.961985
PUNP1_reverse,19.02483333,36.8389,0.516433263
PUNP1m,293.3107692,36.8389,7.961985
PUNP1m_reverse,19.02483333,36.8389,0.516433263
PUNP2,33.974,36.8389,0.922231663
PUNP2_reverse,19.02483333,36.8389,0.516433263
PUNP3,135.405,36.8389,3.675598348
PUNP3_reverse,19.02483333,36.8389,0.516433263
PUNP3m,135.405,36.8389,3.675598348
PUNP3m_reverse,19.02483333,36.8389,0.516433263
PUNP4,33.974,36.8389,0.922231663
PUNP4_reverse,31.5,36.8389,0.855074391
PUNP5,2440.4275,36.8389,66.2459384
PUNP5_reverse,19.02483333,36.8389,0.516433263
PUNP6,28.42583333,36.8389,0.771625465
PUNP6_reverse,31.5,36.8389,0.855074391
PUNP7,33.974,36.8389,0.922231663
PUNP7_reverse,19.02483333,36.8389,0.516433263
PYAM5PO,6.072,36.8389,0.164825768
PYDAMK,0.659,36.8389,0.017888699
PYDXK,0.8765,36.8389,0.023792784
PYDXNK,13.6269,36.8389,0.369905182
PYDXNO,7.224333333,36.8389,0.196106109
PYDXNO_reverse,7.224333333,36.8389,0.196106109
PYDXO,6.072,36.8389,0.164825768
PYDXO_reverse,6.072,36.8389,0.164825768
PYK,118.4072146,36.8389,3.214189744
PYNP2r,60.48833333,36.8389,1.641969042
PYNP2r_reverse,60.48833333,36.8389,1.641969042
PYR5CDm,5.998181818,36.8389,0.162821958
PYRDC,163.3,36.8389,4.432814226
